canvas_term_id,term_id,name,status,start_date,end_date,grading period
3615,2026~70*71,25-26/S1 - Ashley Park PreK-8 School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3616,2026~72*73,25-26/S2 - Ashley Park PreK-8 School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3618,2026~190*193,25-26/YL - Chantilly Montessori,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3742,2026~534*537,25-26/YL - Highland Renaissance Academy,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3741,2026~526*529,25-26/YL - Highland Mill Montessori Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3760,2026~662*665,25-26/YL - Lake Wylie Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3763,2026~502*505,25-26/YL - Hickory Grove Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3764,2026~550*553,25-26/YL - Hornets Nest Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3766,2026~574*577,25-26/YL - Huntingtowne Farms Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3765,2026~894*897,25-26/YL - J. H. Gunn Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3744,2026~48*49,25-26/S2 - J. M. Alexander Middle,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3746,2026~48,25-26/Q3 - J. M. Alexander Middle,active,2026-01-22T00:00:00-05:00,2026-04-02T23:59:00-04:00,279
3748,2026~46,25-26/Q1 - J. M. Alexander Middle,active,2025-08-25T00:00:00-04:00,2025-10-31T23:59:00-04:00,279
3749,2026~47,25-26/Q2 - J. M. Alexander Middle,active,2025-11-03T00:00:00-05:00,2026-01-21T23:59:00-05:00,279
3756,2026~630*633,25-26/YL - Joseph W Grier Academy,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3767,2026~414*417,25-26/YL - Knights View Elementary School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3750,2026~718*721,25-26/YL - Long Creek Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3771,2026~582*585,25-26/YL - Idlewild Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3754,2026~606*607,25-26/S1 - James Martin Middle,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3736,2026~638*641,25-26/YL - J.V. Washam Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3619,2026~238*241,25-26/YL - Cotswold Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3621,2026~126*127,25-26/S1 - Berryhill School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3622,2026~128*129,25-26/S2 - Berryhill School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3623,2026~126*129,25-26/YL - Berryhill School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3624,2026~182*185,25-26/YL - Billingsville Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3625,2026~102*105,25-26/YL - Charles H. Parker Academic Center,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3628,2026~670*673,25-26/YL - Ballantyne Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3620,2026~134*137,25-26/YL - Beverly Woods Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3629,2026~334*337,25-26/YL - Berewick Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3769,2026~678*681,25-26/YL - Lansdowne Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3768,2026~486*489,25-26/YL - Lawrence Orr Elementary School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3770,2026~518*521,25-26/YL - Hidden Valley Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3778,2026~646*647,25-26/S1 - Robert F. Kennedy Middle,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3790,2026~542*543,25-26/S1 - Hopewell High School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3791,2026~544*545,25-26/S2 - Hopewell High School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3783,2026~598*599,25-26/S1 - Independence High School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3784,2026~600*601,25-26/S2 - Independence High School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3785,2026~598*601,25-26/YL - Independence High School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3613,2026~158*161,25-26/YL - Briarwood Academy,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3626,2026~198*201,25-26/YL - Clear Creek Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3617,2026~966*969,25-26/YL - Bruns Avenue Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3644,2026~702*705,25-26/YL - Legette Blythe Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3645,2026~30*33,25-26/YL - Charlotte East Language Academy,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3635,2026~14*17,25-26/YL - Albemarle Road Middle,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3633,2026~230*233,25-26/YL - Cornelius Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3631,2026~1040*1041,25-26/S2 - Charlotte-Mecklenburg Virtual 4-12 School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3632,2026~1038*1041,25-26/YL - Charlotte-Mecklenburg Virtual 4-12 School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3634,2026~254*257,25-26/YL - Crown Point Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3642,2026~6*9,25-26/YL - Albemarle Road Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3643,2026~94*97,25-26/YL - Bain Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3739,2026~408*409,25-26/S2 - Hawthorne Academy of Health Sciences,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3861,2026~174*175,25-26/S1 - Cato Middle College High School,active,2025-08-11T00:00:00-04:00,2025-12-18T23:59:00-05:00,278
3862,2026~176*177,25-26/S2 - Cato Middle College High School,active,2026-01-05T00:00:00-05:00,2026-05-22T23:59:00-04:00,278
3864,2026~462*463,25-26/S1 - Harper Middle College High,active,2025-08-11T00:00:00-04:00,2025-12-18T23:59:00-05:00,278
3865,2026~464*465,25-26/S2 - Harper Middle College High,active,2026-01-05T00:00:00-05:00,2026-05-22T23:59:00-04:00,278
3866,2026~1456*1457,25-26/S2 - Merancas Middle College-CPCC,active,2026-01-05T00:00:00-05:00,2026-05-22T23:59:00-04:00,278
3867,2026~1454*1455,25-26/S1 - Merancas Middle College-CPCC,active,2025-08-11T00:00:00-04:00,2025-12-18T23:59:00-05:00,278
3868,2026~1454*1457,25-26/YL - Merancas Middle College-CPCC,active,2025-08-11T00:00:00-04:00,2026-05-22T23:59:00-04:00,278
3863,2026~174*177,25-26/YL - Cato Middle College High School,active,2025-08-11T00:00:00-04:00,2026-05-22T23:59:00-04:00,278
3869,2026~1328*1329,25-26/S2 - Char Eng Early College-UNCC,active,2026-01-07T00:00:00-05:00,2026-05-19T23:59:00-04:00,277
3870,2026~1326*1327,25-26/S1 - Char Eng Early College-UNCC,active,2025-08-12T00:00:00-04:00,2025-12-18T23:59:00-05:00,277
3871,2026~1326*1329,25-26/YL - Char Eng Early College-UNCC,active,2025-08-12T00:00:00-04:00,2026-05-19T23:59:00-04:00,277
3872,2026~1336*1337,25-26/S2 - Charlotte Teacher Early College,active,2026-01-07T00:00:00-05:00,2026-05-19T23:59:00-04:00,277
3873,2026~1334*1335,25-26/S1 - Charlotte Teacher Early College,active,2025-08-12T00:00:00-04:00,2025-12-18T23:59:00-05:00,277
3874,2026~1334*1337,25-26/YL - Charlotte Teacher Early College,active,2025-08-12T00:00:00-04:00,2026-05-19T23:59:00-04:00,277
3641,2026~17,25-26/Q4 - Albemarle Road Middle,active,2026-04-13T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3650,2026~249,25-26/Q4 - Coulwood STEM Academy,active,2026-04-13T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3651,2026~247,25-26/Q2 - Coulwood STEM Academy,active,2025-11-03T00:00:00-05:00,2026-01-21T23:59:00-05:00,279
3652,2026~246,25-26/Q1 - Coulwood STEM Academy,active,2025-08-25T00:00:00-04:00,2025-10-31T23:59:00-04:00,279
3653,2026~248,25-26/Q3 - Coulwood STEM Academy,active,2026-01-22T00:00:00-05:00,2026-04-02T23:59:00-04:00,279
3875,2026~710*711,25-26/S1 - Levine Middle College High Sch,active,2025-08-11T00:00:00-04:00,2025-12-19T23:59:00-05:00,278
3876,2026~712*713,25-26/S2 - Levine Middle College High Sch,active,2026-01-05T00:00:00-05:00,2026-05-22T23:59:00-04:00,278
3654,2026~248*249,25-26/S2 - Coulwood STEM Academy,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3877,2026~710*713,25-26/YL - Levine Middle College High Sch,active,2025-08-11T00:00:00-04:00,2026-05-22T23:59:00-04:00,278
3878,2026~1030*1031,25-26/S1 - Central Piedmont Early College,active,2025-08-11T00:00:00-04:00,2025-12-19T23:59:00-05:00,278
3879,2026~1032*1033,25-26/S2 - Central Piedmont Early College,active,2026-01-05T00:00:00-05:00,2026-05-22T23:59:00-04:00,278
3882,2026~686*687,25-26/S1 - Turning Point Academy,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3655,2026~246*247,25-26/S1 - Coulwood STEM Academy,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3657,2026~208*209,25-26/S2 - Cochrane Collegiate Academy,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3673,2026~454*455,25-26/S1 - Alexander Graham Middle,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3674,2026~456*457,25-26/S2 - Alexander Graham Middle,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3730,2026~438*439,25-26/S1 - Garinger High School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3731,2026~440*441,25-26/S2 - Garinger High School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3802,2026~790*791,25-26/S1 - Metro School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3803,2026~792*793,25-26/S2 - Metro School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3800,2026~814*817,25-26/YL - Montclaire Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3646,2026~30*31,25-26/S1 - Charlotte East Language Academy,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3636,2026~14*15,25-26/S1 - Albemarle Road Middle,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3637,2026~16*17,25-26/S2 - Albemarle Road Middle,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3638,2026~16,25-26/Q3 - Albemarle Road Middle,active,2026-01-22T00:00:00-05:00,2026-04-02T23:59:00-04:00,279
3639,2026~14,25-26/Q1 - Albemarle Road Middle,active,2025-08-25T00:00:00-04:00,2025-10-31T23:59:00-04:00,279
3887,2026~1488*1489,25-26/S2 - Turning Point Middle,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3891,2026~1352*1353,25-26/S2 - Walter G. Byers School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3890,2026~1350*1351,25-26/S1 - Walter G. Byers School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3893,2026~1302*1305,25-26/YL - Tuckaseegee Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3894,2026~1310*1313,25-26/YL - University Park Creative Arts,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3680,2026~224*225,25-26/S2 - Community House Middle,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3892,2026~1366*1369,25-26/YL - Westerly Hills Academy,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3915,2026~1358*1359,25-26/S1 - West Charlotte High School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3916,2026~1360*1361,25-26/S2 - West Charlotte High School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3640,2026~15,25-26/Q2 - Albemarle Road Middle,active,2025-11-03T00:00:00-05:00,2026-01-21T23:59:00-05:00,279
3675,2026~278*281,25-26/YL - David W Butler High School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3809,2026~774*777,25-26/YL - McKee Road Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3805,2026~870*873,25-26/YL - Nations Ford Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3810,2026~846*849,25-26/YL - Myers Park Traditional Elem,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3811,2026~928*929,25-26/S2 - Northwest School of the Arts,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3812,2026~926*927,25-26/S1 - Northwest School of the Arts,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3813,2026~926*929,25-26/YL - Northwest School of the Arts,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3689,2026~1222*1223,25-26/S1 - Ballantyne Ridge High School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3690,2026~1222*1225,25-26/YL - Ballantyne Ridge High School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3676,2026~278*279,25-26/S1 - David W Butler High School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3753,2026~606*609,25-26/YL - James Martin Middle,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3691,2026~22*23,25-26/S1 - Ardrey Kell High School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3692,2026~24*25,25-26/S2 - Ardrey Kell High School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3693,2026~22*25,25-26/YL - Ardrey Kell High School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3708,2026~390*393,25-26/YL - Elizabeth Traditional Elem,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3711,2026~1294*1297,25-26/YL - Grand Oak Elementary School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3712,2026~302*305,25-26/YL - Devonshire Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3991,2026~390*392,25-26/Q1 - Q3 - Elizabeth Traditional Elem,active,2025-08-25T00:00:00-04:00,2026-04-02T23:59:00-04:00,279
3715,2026~1470*1473,25-26/YL - Esperanza Global Academy,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3709,2026~862*865,25-26/YL - Gov's Village STEM (Lower),active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3710,2026~862*863,25-26/S1 - Gov's Village STEM (Lower),active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3716,2026~446*449,25-26/YL - Greenway Park Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3713,2026~286*289,25-26/YL - David Cox Road Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3714,2026~270*273,25-26/YL - Davidson Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3717,2026~590*593,25-26/YL - Grove Park Elementary School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3718,2026~593,25-26/Q4 - Grove Park Elementary School,active,2026-04-13T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3723,2026~398*401,25-26/YL - Endhaven Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3719,2026~382*385,25-26/YL - Elon Park Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3702,2026~374*377,25-26/YL - Elizabeth Lane Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3724,2026~614*617,25-26/YL - Gov's Village STEM (Upper),active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3725,2026~614*615,25-26/S1 - Gov's Village STEM (Upper),active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3726,2026~616*617,25-26/S2 - Gov's Village STEM (Upper),active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3720,2026~366*369,25-26/YL - Eastway Middle,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3678,2026~222*225,25-26/YL - Community House Middle,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3677,2026~280*281,25-26/S2 - David W Butler High School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3721,2026~366*367,25-26/S1 - Eastway Middle,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3722,2026~368*369,25-26/S2 - Eastway Middle,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3727,2026~430*433,25-26/YL - Francis Bradley Middle,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3728,2026~430*431,25-26/S1 - Francis Bradley Middle,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3729,2026~432*433,25-26/S2 - Francis Bradley Middle,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3627,2026~558*561,25-26/YL - Croft Community School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3630,2026~1038*1039,25-26/S1 - Charlotte-Mecklenburg Virtual 4-12 School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3732,2026~438*441,25-26/YL - Garinger High School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3733,2026~350*353,25-26/YL - East Mecklenburg High School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3734,2026~350*351,25-26/S1 - East Mecklenburg High School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3735,2026~352*353,25-26/S2 - East Mecklenburg High School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3815,2026~958*959,25-26/S1 - Oaklawn Language Academy,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3816,2026~958*961,25-26/YL - Oaklawn Language Academy,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3609,2026~822*825,25-26/YL - Charlotte-Mecklenburg Academy,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3792,2026~296*297,25-26/S2 - Military and Global Leadership,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3793,2026~294*295,25-26/S1 - Military and Global Leadership,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3794,2026~294*297,25-26/YL - Military and Global Leadership,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3797,2026~310*313,25-26/YL - Marie G Davis School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3798,2026~312*313,25-26/S2 - Marie G Davis School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3799,2026~310*311,25-26/S1 - Marie G Davis School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3804,2026~758*761,25-26/YL - McAlpine Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3992,2026~758,25-26/Q1 - McAlpine Elementary,active,2025-08-25T00:00:00-04:00,2025-10-31T23:59:00-04:00,279
3801,2026~790*793,25-26/YL - Metro School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3818,2026~742*745,25-26/YL - Matthews Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3796,2026~878*881,25-26/YL - Newell Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3807,2026~942*945,25-26/YL - Oakhurst STEAM Academy,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3823,2026~902,25-26/Q1 - Northeast Middle,active,2025-08-25T00:00:00-04:00,2025-10-31T23:59:00-04:00,279
3824,2026~903,25-26/Q2 - Northeast Middle,active,2025-11-03T00:00:00-05:00,2026-01-21T23:59:00-05:00,279
3806,2026~950*953,25-26/YL - Oakdale Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3808,2026~734*737,25-26/YL - Mallard Creek Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3795,2026~782*785,25-26/YL - Merry Oaks International Academy,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3817,2026~960*961,25-26/S2 - Oaklawn Language Academy,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3814,2026~982*985,25-26/YL - Olde Providence Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3819,2026~830*833,25-26/YL - Mountain Island Lake Academy,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3820,2026~830*831,25-26/S1 - Mountain Island Lake Academy,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3821,2026~832*833,25-26/S2 - Mountain Island Lake Academy,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3822,2026~902*905,25-26/YL - Northeast Middle,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3825,2026~904,25-26/Q3 - Northeast Middle,active,2026-01-22T00:00:00-05:00,2026-04-02T23:59:00-04:00,279
3679,2026~222*223,25-26/S1 - Community House Middle,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3686,2026~88*89,25-26/S2 - Bailey Middle School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3687,2026~86*89,25-26/YL - Bailey Middle School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3986,2026~1080*1081,25-26/S2 - Providence High School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3688,2026~1224*1225,25-26/S2 - Ballantyne Ridge High School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3826,2026~905,25-26/Q4 - Northeast Middle,active,2026-04-13T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3828,2026~902*903,25-26/S1 - Northeast Middle,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3829,2026~1462*1465,25-26/YL - Mint Hill Elementary School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3833,2026~798*801,25-26/YL - Mint Hill Middle School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3834,2026~798*799,25-26/S1 - Mint Hill Middle School,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3835,2026~800*801,25-26/S2 - Mint Hill Middle School,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3830,2026~54*57,25-26/YL - North Academy of World Languages,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3656,2026~206*207,25-26/S1 - Cochrane Collegiate Academy,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3831,2026~54*55,25-26/S1 - North Academy of World Languages,active,2025-08-25T00:00:00-04:00,2026-01-21T23:59:00-05:00,279
3832,2026~56*57,25-26/S2 - North Academy of World Languages,active,2026-01-22T00:00:00-05:00,2026-06-10T23:59:00-04:00,279
3751,2026~510*513,25-26/YL - Highland Creek Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3762,2026~478*481,25-26/YL - Hawk Ridge Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3761,2026~694*697,25-26/YL - Lebanon Road Elementary,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
3772,2026~582,25-26/Q1 - Idlewild Elementary,active,2025-08-25T00:00:00-04:00,2025-10-31T23:59:00-04:00,279
3774,2026~470*473,25-26/YL - Harding University High School,active,2025-08-25T00:00:00-04:00,2026-06-10T23:59:00-04:00,279
